Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Gender,WHome,T1_TeamID,T2_TeamID,T1_Score,T2_Score,PointDiff,T1_Win,T1_Home,T2_Home,T1_FGM,T2_FGM,T1_FGA,T2_FGA,T1_FGM3,T2_FGM3,T1_FGA3,T2_FGA3,T1_FTM,T2_FTM,T1_FTA,T2_FTA,T1_OR,T2_OR,T1_DR,T2_DR,T1_Ast,T2_Ast,T1_TO,T2_TO,T1_Stl,T2_Stl,T1_Blk,T2_Blk,T1_PF,T2_PF
2003,136,1323,70.0,1454,69.0,N,0,23.0,54.0,3.0,13.0,21.0,25.0,11.0,33.0,7.0,20.0,6.0,6.0,19.0,23.0,66.0,8.0,23.0,15.0,20.0,14.0,23.0,15.0,12.0,11.0,3.0,25.0,M,0,1323,1454,70.0,69.0,1.0,1,0,0,23.0,23.0,54.0,66.0,3.0,8.0,13.0,23.0,21.0,15.0,25.0,20.0,11.0,14.0,33.0,23.0,7.0,15.0,20.0,12.0,6.0,11.0,6.0,3.0,19.0,25.0
2003,136,1328,71.0,1354,54.0,N,0,24.0,52.0,10.0,18.0,13.0,24.0,11.0,24.0,16.0,14.0,8.0,3.0,12.0,21.0,52.0,6.0,20.0,6.0,8.0,7.0,22.0,8.0,18.0,7.0,2.0,23.0,M,0,1328,1354,71.0,54.0,17.0,1,0,0,24.0,21.0,52.0,52.0,10.0,6.0,18.0,20.0,13.0,6.0,24.0,8.0,11.0,7.0,24.0,22.0,16.0,8.0,14.0,18.0,8.0,7.0,3.0,2.0,12.0,23.0
2003,136,1390,77.0,1360,69.0,N,0,29.0,64.0,8.0,24.0,11.0,15.0,12.0,29.0,16.0,14.0,4.0,8.0,24.0,20.0,61.0,4.0,18.0,25.0,32.0,17.0,25.0,7.0,11.0,3.0,0.0,18.0,M,0,1390,1360,77.0,69.0,8.0,1,0,0,29.0,20.0,64.0,61.0,8.0,4.0,24.0,18.0,11.0,25.0,15.0,32.0,12.0,17.0,29.0,25.0,16.0,7.0,14.0,11.0,4.0,3.0,8.0,0.0,24.0,18.0
2003,136,1409,84.0,1173,71.0,N,0,33.0,57.0,8.0,12.0,10.0,13.0,8.0,26.0,18.0,12.0,6.0,1.0,11.0,28.0,66.0,9.0,28.0,6.0,9.0,12.0,16.0,11.0,11.0,3.0,3.0,19.0,M,0,1409,1173,84.0,71.0,13.0,1,0,0,33.0,28.0,57.0,66.0,8.0,9.0,12.0,28.0,10.0,6.0,13.0,9.0,8.0,12.0,26.0,16.0,18.0,11.0,12.0,11.0,6.0,3.0,1.0,3.0,11.0,19.0
2003,136,1458,81.0,1451,74.0,N,0,31.0,58.0,6.0,16.0,13.0,22.0,10.0,24.0,16.0,9.0,7.0,2.0,16.0,29.0,71.0,7.0,24.0,9.0,15.0,22.0,21.0,9.0,10.0,4.0,0.0,20.0,M,0,1458,1451,81.0,74.0,7.0,1,0,0,31.0,29.0,58.0,71.0,6.0,7.0,16.0,24.0,13.0,9.0,22.0,15.0,10.0,22.0,24.0,21.0,16.0,9.0,9.0,10.0,7.0,4.0,2.0,0.0,16.0,20.0
2003,137,1120,57.77777777777777,1386,56.0,N,1,22.22222222222222,50.666666666666664,6.222222222222221,16.0,7.111111111111111,11.555555555555555,12.444444444444443,21.333333333333332,9.777777777777777,13.333333333333332,3.5555555555555554,4.444444444444445,14.222222222222221,19.555555555555554,52.44444444444444,5.333333333333333,21.333333333333332,11.555555555555555,14.222222222222221,13.333333333333332,18.666666666666664,9.777777777777777,10.666666666666666,7.111111111111111,3.5555555555555554,16.88888888888889,M,0,1120,1386,57.77777777777777,56.0,1.7777777777777715,1,0,0,22.22222222222222,19.555555555555554,50.666666666666664,52.44444444444444,6.222222222222221,5.333333333333333,16.0,21.333333333333332,7.111111111111111,11.555555555555555,11.555555555555555,14.222222222222221,12.444444444444443,13.333333333333332,21.333333333333332,18.666666666666664,9.777777777777777,9.777777777777777,13.333333333333332,10.666666666666666,3.5555555555555554,7.111111111111111,4.444444444444445,3.5555555555555554,14.222222222222221,16.88888888888889
2003,137,1139,47.0,1280,46.0,N,0,18.0,47.0,5.0,18.0,6.0,8.0,7.0,19.0,5.0,8.0,3.0,0.0,15.0,16.0,44.0,6.0,21.0,8.0,14.0,8.0,22.0,10.0,10.0,6.0,4.0,13.0,M,0,1139,1280,47.0,46.0,1.0,1,0,0,18.0,16.0,47.0,44.0,5.0,6.0,18.0,21.0,6.0,8.0,8.0,14.0,7.0,8.0,19.0,22.0,5.0,10.0,8.0,10.0,3.0,6.0,0.0,4.0,15.0,13.0
2003,137,1196,85.0,1358,55.0,N,0,32.0,61.0,13.0,28.0,8.0,14.0,9.0,31.0,24.0,10.0,6.0,3.0,15.0,19.0,57.0,6.0,18.0,11.0,18.0,12.0,25.0,10.0,16.0,1.0,4.0,16.0,M,0,1196,1358,85.0,55.0,30.0,1,0,0,32.0,19.0,61.0,57.0,13.0,6.0,28.0,18.0,8.0,11.0,14.0,18.0,9.0,12.0,31.0,25.0,24.0,10.0,10.0,16.0,6.0,1.0,3.0,4.0,15.0,16.0
2003,137,1231,67.0,1104,62.0,N,0,19.0,49.0,7.0,18.0,22.0,26.0,13.0,22.0,15.0,8.0,1.0,2.0,17.0,22.0,52.0,5.0,12.0,13.0,16.0,9.0,20.0,13.0,8.0,2.0,6.0,21.0,M,0,1231,1104,67.0,62.0,5.0,1,0,0,19.0,22.0,49.0,52.0,7.0,5.0,18.0,12.0,22.0,13.0,26.0,16.0,13.0,9.0,22.0,20.0,15.0,13.0,8.0,8.0,1.0,2.0,2.0,6.0,17.0,21.0
2003,137,1246,95.0,1237,64.0,N,0,40.0,65.0,10.0,20.0,5.0,11.0,10.0,25.0,22.0,13.0,7.0,4.0,17.0,22.0,60.0,4.0,15.0,16.0,22.0,15.0,18.0,10.0,19.0,7.0,1.0,15.0,M,0,1246,1237,95.0,64.0,31.0,1,0,0,40.0,22.0,65.0,60.0,10.0,4.0,20.0,15.0,5.0,16.0,11.0,22.0,10.0,15.0,25.0,18.0,22.0,10.0,13.0,19.0,7.0,7.0,4.0,1.0,17.0,15.0
2003,137,1257,86.0,1122,64.0,N,0,35.0,70.0,8.0,24.0,8.0,13.0,15.0,29.0,18.0,12.0,12.0,4.0,22.0,24.0,54.0,2.0,21.0,14.0,22.0,8.0,21.0,11.0,18.0,5.0,3.0,18.0,M,0,1257,1122,86.0,64.0,22.0,1,0,0,35.0,24.0,70.0,54.0,8.0,2.0,24.0,21.0,8.0,14.0,13.0,22.0,15.0,8.0,29.0,21.0,18.0,11.0,12.0,18.0,12.0,5.0,4.0,3.0,22.0,18.0
2003,137,1268,75.0,1423,73.0,N,0,27.0,54.0,10.0,19.0,11.0,15.0,8.0,27.0,17.0,13.0,3.0,3.0,20.0,20.0,55.0,13.0,29.0,20.0,26.0,10.0,19.0,16.0,8.0,7.0,1.0,19.0,M,0,1268,1423,75.0,73.0,2.0,1,0,0,27.0,20.0,54.0,55.0,10.0,13.0,19.0,29.0,11.0,20.0,15.0,26.0,8.0,10.0,27.0,19.0,17.0,16.0,13.0,8.0,3.0,7.0,3.0,1.0,20.0,19.0
2003,137,1277,79.0,1160,64.0,N,0,26.0,56.0,7.0,13.0,20.0,25.0,10.0,28.0,16.0,11.0,5.0,1.0,18.0,26.0,60.0,5.0,14.0,7.0,17.0,12.0,23.0,9.0,13.0,6.0,8.0,19.0,M,0,1277,1160,79.0,64.0,15.0,1,0,0,26.0,26.0,56.0,60.0,7.0,5.0,13.0,14.0,20.0,7.0,25.0,17.0,10.0,12.0,28.0,23.0,16.0,9.0,11.0,13.0,5.0,6.0,1.0,8.0,18.0,19.0
2003,137,1329,77.0,1335,63.0,N,0,27.0,50.0,7.0,20.0,16.0,28.0,10.0,15.0,15.0,11.0,12.0,0.0,17.0,20.0,41.0,8.0,18.0,15.0,16.0,2.0,13.0,17.0,18.0,5.0,0.0,20.0,M,0,1329,1335,77.0,63.0,14.0,1,0,0,27.0,20.0,50.0,41.0,7.0,8.0,20.0,18.0,16.0,15.0,28.0,16.0,10.0,2.0,15.0,13.0,15.0,17.0,11.0,18.0,12.0,5.0,0.0,0.0,17.0,20.0
2003,137,1338,87.0,1447,61.0,N,0,33.0,59.0,9.0,16.0,12.0,21.0,10.0,23.0,22.0,9.0,14.0,6.0,19.0,21.0,51.0,7.0,21.0,12.0,18.0,9.0,20.0,13.0,19.0,6.0,2.0,20.0,M,0,1338,1447,87.0,61.0,26.0,1,0,0,33.0,21.0,59.0,51.0,9.0,7.0,16.0,21.0,12.0,12.0,21.0,18.0,10.0,9.0,23.0,20.0,22.0,13.0,9.0,19.0,14.0,6.0,6.0,2.0,19.0,20.0
2003,137,1345,80.0,1261,56.0,N,0,27.0,52.0,9.0,16.0,17.0,19.0,8.0,25.0,7.0,19.0,9.0,1.0,18.0,20.0,60.0,6.0,26.0,10.0,17.0,17.0,18.0,7.0,16.0,7.0,3.0,13.0,M,0,1345,1261,80.0,56.0,24.0,1,0,0,27.0,20.0,52.0,60.0,9.0,6.0,16.0,26.0,17.0,10.0,19.0,17.0,8.0,17.0,25.0,18.0,7.0,7.0,19.0,16.0,9.0,7.0,1.0,3.0,18.0,13.0
2003,137,1393,76.0,1264,65.0,N,0,30.0,52.0,4.0,11.0,12.0,15.0,11.0,28.0,16.0,18.0,5.0,9.0,17.0,22.0,61.0,6.0,21.0,15.0,18.0,14.0,14.0,16.0,11.0,9.0,2.0,14.0,M,0,1393,1264,76.0,65.0,11.0,1,0,0,30.0,22.0,52.0,61.0,4.0,6.0,11.0,21.0,12.0,15.0,15.0,18.0,11.0,14.0,28.0,14.0,16.0,16.0,18.0,11.0,5.0,9.0,9.0,2.0,17.0,14.0
2003,137,1400,82.0,1421,61.0,N,0,31.0,62.0,6.0,16.0,14.0,20.0,19.0,28.0,15.0,14.0,6.0,2.0,16.0,23.0,62.0,5.0,21.0,10.0,12.0,13.0,16.0,5.0,11.0,9.0,3.0,16.0,M,0,1400,1421,82.0,61.0,21.0,1,0,0,31.0,23.0,62.0,62.0,6.0,5.0,16.0,21.0,14.0,10.0,20.0,12.0,19.0,13.0,28.0,16.0,15.0,5.0,14.0,11.0,6.0,9.0,2.0,3.0,16.0,16.0
2003,137,1428,60.0,1332,58.0,N,0,18.0,61.0,9.0,23.0,15.0,18.0,13.0,23.0,8.0,15.0,7.0,4.0,22.0,19.0,55.0,3.0,17.0,17.0,24.0,13.0,29.0,8.0,17.0,6.0,2.0,22.0,M,0,1428,1332,60.0,58.0,2.0,1,0,0,18.0,19.0,61.0,55.0,9.0,3.0,23.0,17.0,15.0,17.0,18.0,24.0,13.0,13.0,23.0,29.0,8.0,8.0,15.0,17.0,7.0,6.0,4.0,2.0,22.0,22.0
2003,137,1448,76.0,1190,73.0,N,0,29.0,69.0,6.0,23.0,12.0,20.0,19.0,29.0,13.0,19.0,8.0,9.0,19.0,24.0,60.0,5.0,10.0,20.0,28.0,13.0,25.0,7.0,15.0,12.0,4.0,20.0,M,0,1448,1190,76.0,73.0,3.0,1,0,0,29.0,24.0,69.0,60.0,6.0,5.0,23.0,10.0,12.0,20.0,20.0,28.0,19.0,13.0,29.0,25.0,13.0,7.0,19.0,15.0,8.0,12.0,9.0,4.0,19.0,20.0
2003,137,1462,71.0,1407,59.0,N,0,26.0,64.0,6.0,20.0,13.0,18.0,17.0,30.0,19.0,10.0,5.0,4.0,11.0,23.0,65.0,11.0,29.0,2.0,6.0,12.0,21.0,13.0,9.0,6.0,6.0,19.0,M,0,1462,1407,71.0,59.0,12.0,1,0,0,26.0,23.0,64.0,65.0,6.0,11.0,20.0,29.0,13.0,2.0,18.0,6.0,17.0,12.0,30.0,21.0,19.0,13.0,10.0,9.0,5.0,6.0,4.0,6.0,11.0,19.0
2003,138,1112,76.80000000000001,1211,76.0,N,2,27.200000000000003,59.2,5.6000000000000005,19.200000000000003,16.8,23.200000000000003,14.4,23.200000000000003,14.4,7.2,5.6000000000000005,3.2,16.0,27.200000000000003,61.6,8.8,24.0,12.8,16.8,12.8,21.6,16.0,8.8,4.0,4.0,20.0,M,0,1112,1211,76.80000000000001,76.0,0.8000000000000114,1,0,0,27.200000000000003,27.200000000000003,59.2,61.6,5.6000000000000005,8.8,19.200000000000003,24.0,16.8,12.8,23.200000000000003,16.8,14.4,12.8,23.200000000000003,21.6,14.4,16.0,7.2,8.8,5.6000000000000005,4.0,3.2,4.0,16.0,20.0
2003,138,1163,85.0,1390,74.0,N,0,31.0,68.0,6.0,10.0,17.0,21.0,17.0,26.0,12.0,9.0,4.0,1.0,13.0,27.0,62.0,8.0,23.0,12.0,17.0,11.0,22.0,12.0,11.0,2.0,6.0,18.0,M,0,1163,1390,85.0,74.0,11.0,1,0,0,31.0,27.0,68.0,62.0,6.0,8.0,10.0,23.0,17.0,12.0,21.0,17.0,17.0,11.0,26.0,22.0,12.0,12.0,9.0,11.0,4.0,2.0,1.0,6.0,13.0,18.0
2003,138,1181,86.0,1141,60.0,N,0,32.0,52.0,10.0,15.0,12.0,16.0,4.0,23.0,14.0,11.0,15.0,9.0,18.0,21.0,57.0,8.0,17.0,10.0,14.0,14.0,19.0,8.0,21.0,4.0,2.0,14.0,M,0,1181,1141,86.0,60.0,26.0,1,0,0,32.0,21.0,52.0,57.0,10.0,8.0,15.0,17.0,12.0,10.0,16.0,14.0,4.0,14.0,23.0,19.0,14.0,8.0,11.0,21.0,15.0,4.0,9.0,2.0,18.0,14.0
2003,138,1242,108.0,1113,76.0,N,0,40.0,59.0,5.0,9.0,23.0,34.0,12.0,28.0,21.0,13.0,6.0,6.0,20.0,28.0,69.0,4.0,15.0,16.0,23.0,17.0,14.0,11.0,11.0,7.0,5.0,21.0,M,0,1242,1113,108.0,76.0,32.0,1,0,0,40.0,28.0,59.0,69.0,5.0,4.0,9.0,15.0,23.0,16.0,34.0,23.0,12.0,17.0,28.0,14.0,21.0,11.0,13.0,11.0,6.0,7.0,6.0,5.0,20.0,21.0
2003,138,1266,89.77777777777777,1281,81.77777777777777,N,1,31.11111111111111,55.11111111111111,10.666666666666666,16.0,16.88888888888889,17.77777777777778,7.111111111111111,22.22222222222222,16.0,10.666666666666666,5.333333333333333,0.0,17.77777777777778,27.555555555555554,64.0,13.333333333333332,32.0,13.333333333333332,16.88888888888889,16.0,17.77777777777778,16.88888888888889,10.666666666666666,3.5555555555555554,3.5555555555555554,15.11111111111111,M,0,1266,1281,89.77777777777777,81.77777777777777,8.0,1,0,0,31.11111111111111,27.555555555555554,55.11111111111111,64.0,10.666666666666666,13.333333333333332,16.0,32.0,16.88888888888889,13.333333333333332,17.77777777777778,16.88888888888889,7.111111111111111,16.0,22.22222222222222,17.77777777777778,16.0,16.88888888888889,10.666666666666666,10.666666666666666,5.333333333333333,3.5555555555555554,0.0,3.5555555555555554,17.77777777777778,15.11111111111111
2003,138,1323,68.0,1228,60.0,N,0,25.0,61.0,13.0,24.0,5.0,5.0,5.0,32.0,12.0,11.0,5.0,4.0,13.0,22.0,63.0,5.0,17.0,11.0,16.0,10.0,31.0,12.0,9.0,6.0,3.0,10.0,M,0,1323,1228,68.0,60.0,8.0,1,0,0,25.0,22.0,61.0,63.0,13.0,5.0,24.0,17.0,5.0,11.0,5.0,16.0,5.0,10.0,32.0,31.0,12.0,12.0,11.0,9.0,5.0,6.0,4.0,3.0,13.0,10.0
2003,138,1328,74.0,1143,65.0,N,0,26.0,51.0,7.0,13.0,15.0,24.0,13.0,23.0,16.0,12.0,2.0,2.0,15.0,27.0,52.0,5.0,16.0,6.0,12.0,6.0,18.0,6.0,9.0,5.0,4.0,23.0,M,0,1328,1143,74.0,65.0,9.0,1,0,0,26.0,27.0,51.0,52.0,7.0,5.0,13.0,16.0,15.0,6.0,24.0,12.0,13.0,6.0,23.0,18.0,16.0,6.0,12.0,9.0,2.0,5.0,2.0,4.0,15.0,23.0
2003,138,1458,61.0,1409,60.0,N,0,22.0,57.0,6.0,22.0,11.0,17.0,10.0,22.0,12.0,5.0,5.0,3.0,11.0,26.0,59.0,3.0,11.0,5.0,5.0,11.0,30.0,12.0,11.0,1.0,3.0,16.0,M,0,1458,1409,61.0,60.0,1.0,1,0,0,22.0,26.0,57.0,59.0,6.0,3.0,22.0,11.0,11.0,5.0,17.0,5.0,10.0,11.0,22.0,30.0,12.0,12.0,5.0,11.0,5.0,1.0,3.0,3.0,11.0,16.0
2003,139,1120,68.0,1448,62.0,N,0,24.0,56.0,4.0,19.0,16.0,20.0,12.0,21.0,11.0,14.0,9.0,6.0,18.0,18.0,49.0,8.0,23.0,18.0,21.0,12.0,23.0,5.0,18.0,7.0,7.0,23.0,M,0,1120,1448,68.0,62.0,6.0,1,0,0,24.0,18.0,56.0,49.0,4.0,8.0,19.0,23.0,16.0,18.0,20.0,21.0,12.0,12.0,21.0,23.0,11.0,5.0,14.0,18.0,9.0,7.0,6.0,7.0,18.0,23.0
2003,139,1139,79.0,1257,71.0,N,0,27.0,52.0,14.0,22.0,11.0,19.0,10.0,18.0,21.0,12.0,6.0,2.0,11.0,28.0,54.0,11.0,25.0,4.0,4.0,8.0,19.0,13.0,14.0,8.0,2.0,21.0,M,0,1139,1257,79.0,71.0,8.0,1,0,0,27.0,28.0,52.0,54.0,14.0,11.0,22.0,25.0,11.0,4.0,19.0,4.0,10.0,8.0,18.0,19.0,21.0,13.0,12.0,14.0,6.0,8.0,2.0,2.0,11.0,21.0
2003,139,1246,74.0,1428,54.0,N,0,26.0,55.0,4.0,13.0,18.0,18.0,13.0,22.0,11.0,13.0,4.0,3.0,16.0,19.0,48.0,4.0,14.0,12.0,16.0,8.0,14.0,8.0,16.0,7.0,2.0,19.0,M,0,1246,1428,74.0,54.0,20.0,1,0,0,26.0,19.0,55.0,48.0,4.0,4.0,13.0,14.0,18.0,12.0,18.0,16.0,13.0,8.0,22.0,14.0,11.0,8.0,13.0,16.0,4.0,7.0,3.0,2.0,16.0,19.0
2003,139,1268,77.0,1462,64.0,N,0,30.0,58.0,3.0,13.0,14.0,17.0,7.0,32.0,19.0,8.0,2.0,6.0,21.0,20.0,57.0,7.0,18.0,17.0,24.0,8.0,20.0,12.0,7.0,2.0,0.0,16.0,M,0,1268,1462,77.0,64.0,13.0,1,0,0,30.0,20.0,58.0,57.0,3.0,7.0,13.0,18.0,14.0,17.0,17.0,24.0,7.0,8.0,32.0,20.0,19.0,12.0,8.0,7.0,2.0,2.0,6.0,0.0,21.0,16.0
2003,139,1277,68.0,1196,46.0,N,0,25.0,45.0,6.0,16.0,12.0,18.0,9.0,21.0,15.0,10.0,5.0,0.0,18.0,16.0,43.0,5.0,21.0,9.0,12.0,8.0,14.0,9.0,14.0,2.0,1.0,20.0,M,0,1277,1196,68.0,46.0,22.0,1,0,0,25.0,16.0,45.0,43.0,6.0,5.0,16.0,21.0,12.0,9.0,18.0,12.0,9.0,8.0,21.0,14.0,15.0,9.0,10.0,14.0,5.0,2.0,0.0,1.0,18.0,20.0
2003,139,1338,74.0,1231,52.0,N,0,25.0,47.0,4.0,9.0,20.0,28.0,10.0,21.0,15.0,11.0,9.0,1.0,14.0,19.0,44.0,6.0,17.0,8.0,10.0,5.0,15.0,13.0,16.0,3.0,2.0,18.0,M,0,1338,1231,74.0,52.0,22.0,1,0,0,25.0,19.0,47.0,44.0,4.0,6.0,9.0,17.0,20.0,8.0,28.0,10.0,10.0,5.0,21.0,15.0,15.0,13.0,11.0,16.0,9.0,3.0,1.0,2.0,14.0,18.0
