Season,Seed,TeamID,Gender,SeedNum,Region
1992,Y08,1191,M,8,Y
1992,Y09,1431,M,9,Y
1992,Y10,1222,M,10,Y
1992,Y11,1337,M,11,Y
1992,Y12,1283,M,12,Y
1992,Y13,1174,M,13,Y
1992,Y14,1293,M,14,Y
1992,Y15,1419,M,15,Y
1992,Y16,1224,M,16,Y
1992,Z01,1326,M,1,Z
1992,Z02,1329,M,2,Z
1992,Z03,1112,M,3,Z
1992,Z04,1314,M,4,Z
1992,Z05,1104,M,5,Z
1992,Z06,1276,M,6,Z
1992,Z07,1385,M,7,Z
1992,Z08,1304,M,8,Z
1992,Z09,1163,M,9,Z
1992,Z10,1408,M,10,Z
1992,Z11,1396,M,11,Z
1992,Z12,1390,M,12,Z
1992,Z13,1275,M,13,Z
1992,Z14,1190,M,14,Z
1992,Z15,1204,M,15,Z
1992,Z16,1290,M,16,Z
1993,W01,1314,M,1,W
1993,W02,1153,M,2,W
1993,W03,1269,M,3,W
1993,W04,1116,M,4,W
1993,W05,1385,M,5,W
1993,W06,1438,M,6,W
1993,W07,1308,M,7,W
1993,W08,1348,M,8,W
1993,W09,1345,M,9,W
1993,W10,1304,M,10,W
1993,W11,1264,M,11,W
1993,W12,1403,M,12,W
1993,W13,1221,M,13,W
1993,W14,1335,M,14,W
1993,W15,1164,M,15,W
1993,W16,1187,M,16,W
1993,X01,1231,M,1,X
1993,X02,1242,M,2,X
1993,X03,1181,M,3,X
1993,X04,1257,M,4,X
1993,X05,1329,M,5,X
1993,X06,1143,M,6,X
1993,X07,1140,M,7,X
1993,X08,1309,M,8,X
1993,X09,1462,M,9,X
1993,X10,1374,M,10,X
1993,X11,1261,M,11,X
1993,X12,1266,M,12,X
1993,X13,1174,M,13,X
1993,X14,1356,M,14,X
1993,X15,1123,M,15,X
1993,X16,1460,M,16,X
1993,Y01,1246,M,1,Y
1993,Y02,1371,M,2,Y
1993,Y03,1199,M,3,Y
1993,Y04,1234,M,4,Y
1993,Y05,1448,M,5,Y
1993,Y06,1243,M,6,Y
1993,Y07,1443,M,7,Y
1993,Y08,1428,M,8,Y
1993,Y09,1338,M,9,Y
1993,Y10,1272,M,10,Y
1993,Y11,1408,M,11,Y
1993,Y12,1151,M,12,Y
1993,Y13,1419,M,13,Y
1993,Y14,1191,M,14,Y
1993,Y15,1398,M,15,Y
1993,Y16,1351,M,16,Y
1993,Z01,1276,M,1,Z
1993,Z02,1112,M,2,Z
1993,Z03,1435,M,3,Z
1993,Z04,1210,M,4,Z
1993,Z05,1307,M,5,Z
1993,Z06,1228,M,6,Z
1993,Z07,1396,M,7,Z
1993,Z08,1235,M,8,Z
1993,Z09,1417,M,9,Z
1993,Z10,1281,M,10,Z
1993,Z11,1253,M,11,Z
1993,Z12,1203,M,12,Z
1993,Z13,1380,M,13,Z
1993,Z14,1129,M,14,Z
1993,Z15,1365,M,15,Z
1993,Z16,1157,M,16,Z
1994,W01,1314,M,1,W
1994,W02,1163,M,2,W
1994,W03,1196,M,3,W
1994,W04,1396,M,4,W
1994,W05,1231,M,5,W
1994,W06,1304,M,6,W
1994,W07,1412,M,7,W
1994,W08,1450,M,8,W
1994,W09,1130,M,9,W
1994,W10,1203,M,10,W
1994,W11,1335,M,11,W
1994,W12,1325,M,12,W
1994,W13,1180,M,13,W
1994,W14,1241,M,14,W
1994,W15,1351,M,15,W
1994,W16,1251,M,16,W
1994,X01,1345,M,1,X
1994,X02,1181,M,2,X
1994,X03,1246,M,3,X
1994,X04,1242,M,4,X
1994,X05,1448,M,5,X
1994,X06,1266,M,6,X
1994,X07,1277,M,7,X
1994,X08,1344,M,8,X
1994,X09,1104,M,9,X
1994,X10,1371,M,10,X
1994,X11,1418,M,11,X
1994,X12,1158,M,12,X
1994,X13,1151,M,13,X
1994,X14,1398,M,14,X
1994,X15,1411,M,15,X
1994,X16,1416,M,16,X
1994,Y01,1116,M,1,Y
1994,Y02,1269,M,2,Y
1994,Y03,1276,M,3,Y
1994,Y04,1329,M,4,Y
1994,Y05,1417,M,5,Y
1994,Y06,1400,M,6,Y
1994,Y07,1387,M,7,Y
1994,Y08,1228,M,8,Y
1994,Y09,1207,M,9,Y
1994,Y10,1268,M,10,Y
1994,Y11,1443,M,11,Y
1994,Y12,1409,M,12,Y
1994,Y13,1308,M,13,Y
1994,Y14,1337,M,14,Y
1994,Y15,1402,M,15,Y
1994,Y16,1299,M,16,Y
1994,Z01,1281,M,1,Z
1994,Z02,1112,M,2,Z
1994,Z03,1257,M,3,Z
1994,Z04,1393,M,4,Z
1994,Z05,1143,M,5,Z
1994,Z06,1278,M,6,Z
1994,Z07,1438,M,7,Z
1994,Z08,1153,M,8,Z
1994,Z09,1458,M,9,Z
1994,Z10,1307,M,10,Z
1994,Z11,1356,M,11,Z
1994,Z12,1453,M,12,Z
1994,Z13,1218,M,13,Z
1994,Z14,1129,M,14,Z
1994,Z15,1259,M,15,Z
1994,Z16,1298,M,16,Z
1995,W01,1448,M,1,W
1995,W02,1269,M,2,W
1995,W03,1437,M,3,W
1995,W04,1329,M,4,W
1995,W05,1104,M,5,W
1995,W06,1409,M,6,W
1995,W07,1150,M,7,W
1995,W08,1278,M,8,W
1995,W09,1387,M,9,W
1995,W10,1390,M,10,W
1995,W11,1228,M,11,W
1995,W12,1335,M,12,W
1995,W13,1180,M,13,W
1995,W14,1330,M,14,W
1995,W15,1389,M,15,W
1995,W16,1299,M,16,W
1995,X01,1417,M,1,X
1995,X02,1163,M,2,X
1995,X03,1268,M,3,X
1995,X04,1428,M,4,X
1995,X05,1280,M,5,X
1995,X06,1332,M,6,X
1995,X07,1153,M,7,X
1995,X08,1281,M,8,X
1995,X09,1231,M,9,X
1995,X10,1396,M,10,X
1995,X11,1400,M,11,X
1995,X12,1365,M,12,X
1995,X13,1253,M,13,X
1995,X14,1211,M,14,X
1995,X15,1151,M,15,X
1995,X16,1198,M,16,X
1995,Y01,1242,M,1,Y
1995,Y02,1116,M,2,Y
1995,Y03,1345,M,3,Y
1995,Y04,1438,M,4,Y
1995,Y05,1112,M,5,Y
1995,Y06,1272,M,6,Y
1995,Y07,1393,M,7,Y
1995,Y08,1443,M,8,Y
1995,Y09,1276,M,9,Y
1995,Y10,1356,M,10,Y
1995,Y11,1257,M,11,Y
1995,Y12,1275,M,12,Y
1995,Y13,1311,M,13,Y
1995,Y14,1453,M,14,Y
1995,Y15,1411,M,15,Y
1995,Y16,1159,M,16,Y
1995,Z01,1246,M,1,Z
1995,Z02,1314,M,2,Z
1995,Z03,1277,M,3,Z
1995,Z04,1328,M,4,Z
1995,Z05,1113,M,5,Z
1995,Z06,1207,M,6,Z
1995,Z07,1235,M,7,Z
1995,Z08,1140,M,8,Z
1995,Z09,1408,M,9,Z
1995,Z10,1196,M,10,Z
1995,Z11,1462,M,11,Z
1995,Z12,1123,M,12,Z
1995,Z13,1264,M,13,Z
1995,Z14,1451,M,14,Z
1995,Z15,1293,M,15,Z
1995,Z16,1291,M,16,Z
1996,W01,1269,M,1,W
1996,W02,1207,M,2,W
1996,W03,1403,M,3,W
1996,W04,1266,M,4,W
1996,W05,1336,M,5,W
1996,W06,1314,M,6,W
1996,W07,1307,M,7,W
1996,W08,1133,M,8,W
1996,W09,1390,M,9,W
1996,W10,1243,M,10,W
1996,W11,1309,M,11,W
1996,W12,1116,M,12,W
1996,W13,1284,M,13,W
1996,W14,1296,M,14,W
1996,W15,1290,M,15,W
1996,W16,1416,M,16,W
1996,X01,1246,M,1,X
1996,X02,1448,M,2,X
1996,X03,1437,M,3,X
1996,X04,1428,M,4,X
1996,X05,1235,M,5,X
1996,X06,1257,M,6,X
1996,X07,1276,M,7,X
1996,X08,1453,M,8,X
1996,X09,1439,M,9,X
1996,X10,1400,M,10,X
1996,X11,1409,M,11,X
1996,X12,1143,M,12,X
1996,X13,1145,M,13,X
1996,X14,1339,M,14,X
1996,X15,1419,M,15,X
1996,X16,1363,M,16,X
1996,Y01,1163,M,1,Y
1996,Y02,1153,M,2,Y
1996,Y03,1210,M,3,Y
1996,Y04,1417,M,4,Y
1996,Y05,1280,M,5,Y
1996,Y06,1231,M,6,Y
1996,Y07,1396,M,7,Y
1996,Y08,1181,M,8,Y
1996,Y09,1185,M,9,Y
1996,Y10,1328,M,10,Y
1996,Y11,1130,M,11,Y
1996,Y12,1433,M,12,Y
1996,Y13,1343,M,13,Y
1996,Y14,1122,M,14,Y
1996,Y15,1422,M,15,Y
1996,Y16,1159,M,16,Y
1996,Z01,1345,M,1,Z
1996,Z02,1242,M,2,Z
1996,Z03,1112,M,3,Z
1996,Z04,1393,M,4,Z
1996,Z05,1272,M,5,Z
1996,Z06,1234,M,6,Z
1996,Z07,1268,M,7,Z
1996,Z08,1208,M,8,Z
1996,Z09,1155,M,9,Z
1996,Z10,1365,M,10,Z
1996,Z11,1203,M,11,Z
1996,Z12,1180,M,12,Z
1996,Z13,1286,M,13,Z
1996,Z14,1434,M,14,Z
1996,Z15,1354,M,15,Z
1996,Z16,1441,M,16,Z
1997,W01,1314,M,1,W
1997,W02,1376,M,2,W
1997,W03,1307,M,3,W
1997,W04,1437,M,4,W
1997,W05,1143,M,5,W
1997,W06,1257,M,6,W
1997,W07,1458,M,7,W
1997,W08,1231,M,8,W
1997,W09,1160,M,9,W
1997,W10,1400,M,10,W
1997,W11,1269,M,11,W
1997,W12,1343,M,12,W
1997,W13,1254,M,13,W
1997,W14,1330,M,14,W
1997,W15,1164,M,15,W
1997,W16,1193,M,16,W
1997,X01,1242,M,1,X
1997,X02,1181,M,2,X
1997,X03,1208,M,3,X
1997,X04,1112,M,4,X
1997,X05,1268,M,5,X
1997,X06,1228,M,6,X
1997,X07,1266,M,7,X
1997,X08,1345,M,8,X
1997,X09,1348,M,9,X
1997,X10,1344,M,10,X
1997,X11,1425,M,11,X
1997,X12,1158,M,12,X
1997,X13,1375,M,13,X
1997,X14,1151,M,14,X
1997,X15,1293,M,15,X
1997,X16,1238,M,16,X
1997,Y01,1278,M,1,Y
1997,Y02,1417,M,2,Y
1997,Y03,1153,M,3,Y
1997,Y04,1155,M,4,Y
1997,Y05,1409,M,5,Y
1997,Y06,1235,M,6,Y
1997,Y07,1462,M,7,Y
1997,Y08,1279,M,8,Y
1997,Y09,1396,M,9,Y
1997,Y10,1435,M,10,Y
1997,Y11,1229,M,11,Y
1997,Y12,1131,M,12,Y
1997,Y13,1275,M,13,Y
1997,Y14,1139,M,14,Y
1997,Y15,1149,M,15,Y
1997,Y16,1402,M,16,Y
1997,Z01,1246,M,1,Z
1997,Z02,1428,M,2,Z
1997,Z03,1448,M,3,Z
1997,Z04,1386,M,4,Z
1997,Z05,1130,M,5,Z
1997,Z06,1390,M,6,Z
1997,Z07,1150,M,7,Z
1997,Z08,1234,M,8,Z
1997,Z09,1438,M,9,Z
1997,Z10,1207,M,10,Z
1997,Z11,1328,M,11,Z
1997,Z12,1434,M,12,Z
1997,Z13,1334,M,13,Z
1997,Z14,1388,M,14,Z
1997,Z15,1298,M,15,Z
1997,Z16,1285,M,16,Z
1998,W01,1314,M,1,W
1998,W02,1163,M,2,W
1998,W03,1376,M,3,W
1998,W04,1277,M,4,W
1998,W05,1343,M,5,W
1998,W06,1462,M,6,W
1998,W07,1231,M,7,W
1998,W08,1150,M,8,W
1998,W09,1227,M,9,W
1998,W10,1328,M,10,W
1998,W11,1449,M,11,W
1998,W12,1424,M,12,W
1998,W13,1185,M,13,W
1998,W14,1350,M,14,W
1998,W15,1192,M,15,W
1998,W16,1298,M,16,W
1998,X01,1112,M,1,X
1998,X02,1153,M,2,X
1998,X03,1428,M,3,X
1998,X04,1268,M,4,X
1998,X05,1228,M,5,X
1998,X06,1116,M,6,X
1998,X07,1396,M,7,X
1998,X08,1397,M,8,X
1998,X09,1229,M,9,X
1998,X10,1452,M,10,X
1998,X11,1304,M,11,X
1998,X12,1375,M,12,X
1998,X13,1429,M,13,X
1998,X14,1362,M,14,X
1998,X15,1319,M,15,X
1998,X16,1311,M,16,X
1998,Y01,1242,M,1,Y
1998,Y02,1345,M,2,Y
1998,Y03,1390,M,3,Y
1998,Y04,1279,M,4,Y
1998,Y05,1395,M,5,Y
1998,Y06,1155,M,6,Y
1998,Y07,1385,M,7,Y
1998,Y08,1348,M,8,Y
1998,Y09,1293,M,9,Y
